Date,PM2.5,PM10,NO2,SO2,CO,O3,NH3
2020-01-21,44.91,60.17,22.62,18.22,0.8,31.09,50.0
2020-01-22,47.95,64.49,20.03,12.25,0.89,34.26,58.36
2020-01-23,59.95,85.4,16.9,17.79,0.87,34.64,54.57
2020-01-24,62.34,112.61,24.68,19.6,0.97,32.88,47.63
2020-01-25,50.48,95.63,20.2,14.06,0.9,34.13,53.49
2020-01-26,41.74,86.84,16.43,10.3,0.9,33.78,50.09
2020-01-27,47.26,79.24,18.37,8.09,1.08,31.54,44.6
2020-01-28,53.66,69.03,17.4,8.18,1.11,33.41,42.72
2020-01-29,52.29,65.93,14.74,8.01,1.02,26.05,42.76
2020-01-30,43.82,59.48,14.87,7.71,0.94,21.78,45.74
2020-01-31,36.56,53.23,14.02,9.02,1.09,32.79,46.62
2020-02-01,32.4,50.04,13.12,9.86,0.86,28.75,46.18
2020-02-02,30.58,38.29,12.12,15.74,0.77,23.73,44.32
2020-02-03,37.52,57.78,13.74,16.44,0.88,20.76,43.9
2020-02-04,39.6,65.6,10.92,16.41,0.88,26.69,39.7
2020-02-05,39.93,59.04,13.26,12.91,0.84,30.7,38.35
2020-02-06,40.05,56.19,19.32,8.57,0.91,33.97,34.32
2020-02-07,36.32,55.83,14.12,8.19,0.78,27.6,35.67
2020-02-08,28.45,49.06,10.61,8.97,0.77,29.24,36.46
2020-02-09,28.1,43.78,8.77,13.16,0.8,31.94,40.54
2020-02-10,35.41,61.47,10.09,9.11,0.73,34.11,40.52
2020-02-11,29.12,67.85,19.96,10.31,0.84,28.62,39.59
2020-02-12,32.17,78.26,22.0,10.75,0.86,30.14,37.32
2020-02-13,49.48,98.17,18.01,17.74,0.93,23.31,38.99
2020-02-14,56.85,102.04,17.3,18.01,1.02,37.77,39.09
2020-02-15,54.82,84.0,17.74,13.03,0.9,31.92,43.92
2020-02-16,35.13,53.43,12.71,13.14,0.78,21.95,42.36
2020-02-17,34.25,64.36,13.64,13.37,0.77,18.31,39.88
2020-02-18,41.49,79.79,18.11,9.15,0.96,24.7,48.53
2020-02-19,42.95,94.21,14.71,15.05,0.77,24.71,91.73
2020-02-20,35.52,69.95,14.09,19.39,0.67,27.14,88.0
2020-02-21,38.88,125.87,19.91,8.47,0.83,16.21,73.98
2020-02-22,29.2,51.45,8.63,8.51,0.86,20.66,109.55
2020-02-23,28.75,53.6,8.88,18.19,0.72,26.85,104.04
2020-02-24,31.07,73.54,10.95,11.57,0.97,23.61,97.04
2020-02-25,33.9,56.99,12.69,11.02,0.9,28.52,78.04
2020-02-26,39.25,63.4,8.88,7.63,0.58,39.14,39.97
2020-02-27,42.97,72.05,8.7,8.79,0.67,31.47,41.23
2020-02-28,33.08,49.17,11.08,16.07,0.77,36.16,39.86
2020-02-29,36.15,84.54,14.62,19.12,0.69,38.15,44.53
2020-03-01,35.99,43.7,9.2,11.18,0.55,50.11,34.2
2020-03-02,43.6,64.94,13.01,18.07,0.66,26.4,33.25
2020-03-03,42.16,94.26,16.26,17.71,0.64,43.88,32.11
2020-03-04,33.29,66.83,15.71,6.97,0.7,34.39,37.45
2020-03-05,26.69,29.86,14.04,6.12,0.74,20.27,40.5
2020-03-06,24.95,25.63,9.72,6.52,0.75,21.65,41.88
2020-03-07,30.94,27.06,10.66,4.53,0.65,24.05,65.59
2020-03-08,21.85,25.97,6.21,6.52,0.62,21.36,89.9
2020-03-09,25.93,34.85,8.54,5.87,0.71,20.12,90.66
2020-03-10,27.37,41.72,10.56,5.51,0.55,27.37,80.22
2020-03-11,16.69,38.14,7.98,8.56,0.63,34.46,38.99
2020-03-12,24.94,41.38,8.75,5.64,0.74,29.98,40.37
2020-03-13,35.65,33.31,16.97,5.6,0.96,21.73,44.03
2020-03-14,39.29,46.44,15.67,13.21,0.7,21.6,42.2
2020-03-15,38.48,51.07,10.34,14.94,0.55,30.14,36.49
2020-03-16,33.26,5.29,10.44,19.01,0.86,21.02,41.14
2020-03-17,41.56,123.82,9.17,7.6,0.86,30.61,40.46
2020-03-18,39.41,4.94,8.1,5.75,0.87,49.4,43.97
2020-03-19,44.73,6.39,10.09,5.81,0.87,40.15,47.47
2020-03-20,32.68,4.82,8.56,5.55,0.91,31.17,42.16
2020-03-21,29.1,1.8,8.49,5.84,0.97,45.38,54.98
2020-03-22,39.42,1.8,5.39,4.84,0.85,46.53,55.35
2020-03-23,31.91,0.21,7.85,5.93,0.94,31.28,60.26
2020-03-24,24.22,6.07,6.91,5.83,0.61,35.18,55.45
2020-03-25,22.43,1.63,4.38,5.04,0.65,37.16,51.89
2020-03-26,31.57,4.06,7.22,6.3,0.55,36.81,49.77
2020-03-27,27.6,0.62,4.85,5.09,0.51,33.97,44.96
2020-03-28,34.81,1.55,4.91,4.41,0.56,16.33,46.53
2020-03-29,26.79,111.83,7.21,6.88,0.52,34.65,45.68
2020-03-30,29.31,162.67,9.78,5.79,0.52,33.94,52.9
2020-03-31,31.56,185.25,8.57,6.26,0.51,35.24,54.33
2020-04-01,32.94,3.73,10.39,5.54,0.62,36.35,50.1
2020-04-02,31.17,170.09,8.54,4.94,0.61,37.84,50.32
2020-04-03,24.81,183.34,7.25,5.22,0.59,38.03,51.8
2020-04-04,20.77,291.75,7.11,4.61,0.58,38.31,46.61
2020-04-05,21.59,177.96,7.27,4.96,0.55,37.64,46.39
2020-04-06,14.27,119.96,9.43,4.12,0.61,32.83,43.97
2020-04-07,11.9,151.3,9.57,4.57,0.59,30.45,47.13
2020-04-08,14.77,288.68,7.9,4.13,0.57,34.11,45.69
2020-04-09,14.71,180.01,12.74,4.78,0.57,32.83,60.1
2020-04-10,41.02,180.01,12.87,7.49,0.56,37.08,61.87
2020-04-11,15.66,180.01,11.18,11.31,0.57,30.16,55.7
2020-04-12,14.86,180.01,10.38,7.11,0.65,33.51,47.11
2020-04-13,17.95,180.01,12.1,7.13,0.66,36.84,49.54
2020-04-14,17.87,180.01,9.58,5.96,0.59,41.74,47.7
2020-04-15,14.64,180.01,8.34,6.13,0.59,36.82,49.01
2020-04-16,20.3,180.01,8.1,5.2,0.61,35.94,53.62
2020-04-17,8.43,180.01,5.33,5.42,0.58,33.55,52.33
2020-04-18,8.94,180.01,7.29,5.2,0.6,33.46,51.15
2020-04-19,8.1,180.01,5.34,4.49,0.58,37.03,45.24
2020-04-20,9.71,180.01,4.08,5.2,0.55,35.57,34.89
2020-04-21,10.67,180.01,4.48,4.84,0.64,38.09,42.58
2020-04-22,12.65,180.01,8.04,4.83,0.58,36.05,41.11
2020-04-23,8.06,180.01,11.64,4.69,0.59,34.28,36.07
2020-04-24,8.08,180.01,10.61,4.44,0.66,37.53,27.56
2020-04-25,10.46,180.01,11.07,4.79,0.68,41.7,28.33
2020-04-26,10.76,180.01,12.01,6.89,0.78,34.53,32.18
2020-04-27,10.46,180.01,6.92,4.29,0.75,37.34,33.16
2020-04-28,6.55,180.01,5.65,4.57,0.7,38.1,30.45
2020-04-29,11.11,180.01,6.85,4.4,0.68,45.0,28.31
2020-04-30,10.39,180.01,11.18,4.74,0.67,42.2,26.68
2020-05-01,14.13,180.01,5.39,4.43,0.73,50.88,26.85
2020-05-02,13.08,180.01,4.25,3.96,0.7,46.97,28.23
2020-05-03,11.67,180.01,3.73,4.47,0.75,45.9,30.93
2020-05-04,7.03,180.01,4.1,4.61,0.7,41.28,28.36
2020-05-05,19.68,180.01,4.13,3.61,0.75,42.79,27.82
2020-05-06,10.11,180.01,5.59,6.99,0.69,47.7,32.96
2020-05-07,11.23,180.01,5.48,3.98,0.76,43.98,29.93
2020-05-08,11.72,180.01,5.17,4.85,0.72,48.61,28.94
2020-05-09,9.99,180.01,4.57,3.53,0.69,42.92,33.86
2020-05-10,9.64,180.01,5.09,3.92,0.72,46.44,39.18
2020-05-11,8.36,180.01,5.29,4.54,0.71,40.83,41.46
2020-05-12,8.82,180.01,5.42,4.63,0.72,45.26,39.1
2020-05-13,15.57,180.01,5.26,4.34,0.66,43.23,39.06
2020-05-14,8.72,180.01,7.32,4.55,0.7,48.56,37.44
2020-05-15,20.25,180.01,10.11,4.12,0.83,43.18,40.37
2020-05-16,28.71,180.01,5.45,4.68,0.84,38.92,43.92
2020-05-17,10.99,180.01,8.16,4.13,0.7,39.6,45.0
2020-05-18,18.49,180.01,8.74,4.49,1.06,43.39,44.56
2020-05-19,28.06,180.01,15.18,5.0,0.93,48.74,44.83
2020-05-20,30.39,180.01,14.36,3.87,1.01,46.54,45.35
2020-05-21,27.01,180.01,12.19,5.66,1.01,57.0,41.6
2020-05-22,23.02,180.01,11.32,6.39,0.95,60.89,38.67
2020-05-23,21.24,180.01,10.08,7.14,0.84,46.91,41.13
2020-05-24,22.78,180.01,9.37,6.79,1.12,49.94,41.49
2020-05-25,25.2,33.86,9.59,6.77,1.01,49.76,43.04
2020-05-26,27.82,311.98,8.96,6.44,1.0,41.21,44.75
2020-05-27,20.0,234.46,9.65,7.23,1.07,39.81,38.36
2020-05-28,31.03,234.46,10.58,6.1,1.12,38.64,39.58
2020-05-29,38.3,234.46,13.54,6.54,1.11,57.6,40.71
2020-05-30,33.99,234.46,9.69,5.44,0.94,62.0,41.97
2020-05-31,18.85,127.81,7.97,4.8,1.02,47.36,44.57
2020-06-01,36.15,346.73,10.07,7.27,1.16,49.45,39.35
2020-06-02,18.83,25.52,9.24,6.57,1.07,53.61,44.09
2020-06-03,20.61,13.84,9.41,4.04,1.01,59.22,44.45
2020-06-04,18.5,76.53,8.64,4.05,1.05,60.66,42.17
2020-06-05,18.53,27.33,9.51,5.31,1.09,55.1,43.01
2020-06-06,40.73,42.38,10.97,5.12,1.17,52.89,44.39
2020-06-07,20.52,142.52,12.19,5.35,1.17,56.57,43.08
2020-06-08,23.04,72.71,12.62,6.34,1.16,46.75,42.77
2020-06-09,22.43,32.25,16.08,5.45,0.96,55.54,42.45
2020-06-10,30.42,32.25,13.97,6.85,0.83,41.46,51.0
2020-06-11,26.37,40.69,11.45,5.45,1.21,46.53,40.68
2020-06-12,104.45,25.05,13.24,6.83,1.2,52.79,43.45
2020-06-13,20.76,35.25,11.16,5.77,1.01,51.41,34.03
2020-06-14,20.17,56.04,14.53,4.18,1.03,52.51,30.11
2020-06-15,19.34,43.22,11.06,6.57,1.17,51.3,31.52
2020-06-16,24.1,42.54,12.26,4.44,1.18,56.23,36.36
2020-06-17,32.37,43.27,15.03,7.76,1.08,53.18,34.49
2020-06-18,23.89,41.27,17.22,9.99,1.21,73.43,33.65
2020-06-19,29.8,48.4,15.56,6.45,1.05,52.41,34.78
2020-06-20,89.92,50.56,14.48,5.5,1.12,61.97,34.06
2020-06-21,26.53,55.74,13.11,5.53,1.08,59.9,34.42
2020-06-22,23.55,35.3,8.94,6.66,1.12,71.42,35.35
2020-06-23,18.95,24.27,11.11,8.1,1.13,69.77,35.21
2020-06-24,28.83,31.28,9.57,6.32,1.07,70.18,34.89
2020-06-25,23.13,35.95,10.74,7.92,1.1,69.8,33.84
2020-06-26,23.75,38.41,7.94,5.55,1.14,66.85,35.0
2020-06-27,26.42,39.3,12.96,7.29,1.1,68.51,33.2
2020-06-28,25.93,45.54,10.0,6.48,0.76,77.45,35.98
2020-06-29,21.3,22.21,9.69,6.62,0.96,62.57,34.07
2020-06-30,24.14,30.66,12.38,7.5,1.05,68.75,34.17
2020-07-01,15.95,4.85,10.72,9.23,1.02,48.37,33.52
