Date,PM2.5,PM10,NO2,SO2,CO,O3,NH3
2017-11-14,30.57,48.55,25.74,8.2,0.85,16.2,153.74
2017-11-15,41.87,48.55,37.3,10.74,0.71,23.57,134.43
2017-11-16,45.77,48.55,38.77,12.58,1.11,25.78,144.9
2017-11-17,58.96,48.55,25.49,12.15,0.6,29.76,154.41
2017-11-18,24.73,48.55,23.56,13.45,1.0,19.58,138.02
2017-11-19,22.81,48.55,19.17,12.77,0.87,16.62,323.48
2017-11-20,22.57,48.55,19.09,11.02,0.86,11.44,264.99
2017-11-21,18.44,48.55,22.22,12.9,0.8,9.64,301.28
2017-11-22,41.9,48.55,23.9,12.47,0.74,26.93,245.08
2017-11-23,79.51,48.55,29.82,12.8,0.74,33.97,235.51
2017-11-24,75.6,48.55,27.44,15.48,0.73,27.26,328.89
2017-11-25,90.46,48.55,29.43,15.29,0.65,45.01,222.46
2017-11-26,57.36,48.55,20.3,11.31,0.65,29.54,297.64
2017-11-27,37.83,48.55,22.88,15.38,0.68,19.64,233.86
2017-11-28,42.05,48.55,24.99,19.09,0.76,25.07,214.16
2017-11-29,38.73,48.55,22.77,11.66,0.84,26.94,283.1
2017-11-30,29.62,48.55,18.18,8.83,0.58,17.88,303.53
2017-12-01,31.57,48.55,19.48,9.32,0.58,34.83,248.09
2017-12-02,50.43,48.55,22.98,11.23,0.54,42.02,143.57
2017-12-03,46.63,48.55,20.28,14.78,0.52,31.4,285.55
2017-12-04,43.1,48.55,20.66,20.97,0.57,26.7,292.52
2017-12-05,34.52,48.55,23.6,10.72,0.7,30.04,280.86
2017-12-06,38.1,48.55,24.27,14.01,0.67,40.77,193.71
2017-12-07,94.87,48.55,27.5,17.67,0.47,40.88,175.89
2017-12-08,73.06,48.55,30.39,14.6,0.0,47.78,138.62
2017-12-09,77.29,48.55,31.89,12.04,0.0,38.98,139.26
2017-12-10,79.19,48.55,25.72,9.89,0.15,45.45,166.28
2017-12-11,70.02,48.55,20.47,7.67,0.26,55.0,161.75
2017-12-12,59.77,48.55,23.37,6.1,0.31,28.49,132.96
2017-12-13,45.88,48.55,16.18,9.12,0.27,19.15,102.84
2017-12-14,46.3,48.55,18.6,13.19,0.23,15.41,149.76
2017-12-15,59.7,48.55,21.82,11.93,0.35,27.65,244.64
2017-12-16,53.21,48.55,26.4,7.92,0.17,52.58,208.34
2017-12-17,50.08,48.55,18.91,8.69,0.09,68.71,249.01
2017-12-18,47.66,48.55,21.38,8.65,0.22,66.46,292.82
2017-12-19,41.07,48.55,25.36,21.79,0.22,61.01,185.64
2017-12-20,45.39,48.55,27.36,11.48,0.22,35.3,286.59
2017-12-21,52.1,48.55,21.58,10.75,0.34,25.9,166.91
2017-12-22,62.7,48.55,23.85,13.33,0.24,24.92,242.56
2017-12-23,38.95,48.55,24.36,13.21,0.14,25.37,276.08
2017-12-24,51.21,48.55,23.99,15.53,0.24,25.72,265.09
2017-12-25,53.02,48.55,21.51,8.9,0.3,24.74,244.15
2017-12-26,79.72,48.55,25.27,14.59,0.29,37.33,161.15
2017-12-27,82.28,48.55,23.92,13.05,0.1,58.63,249.49
2017-12-28,64.49,48.55,28.09,11.39,0.09,38.43,192.98
2017-12-29,52.37,48.55,28.73,12.13,0.22,35.45,207.46
2017-12-30,53.72,48.55,20.64,8.92,0.28,19.64,180.82
2017-12-31,48.28,48.55,12.16,6.62,0.17,26.74,181.06
2018-01-01,51.16,48.55,13.63,6.0,0.03,28.82,175.58
2018-01-02,58.46,48.55,14.95,8.23,0.0,17.19,188.29
2018-01-03,56.26,48.55,17.75,12.77,0.0,26.41,219.26
2018-01-04,113.21,48.55,18.64,11.75,0.0,40.16,165.62
2018-01-05,76.77,48.55,17.43,16.44,0.0,31.36,202.45
2018-01-06,76.4,48.55,17.86,29.31,0.0,42.57,112.41
2018-01-07,62.12,48.55,15.6,17.55,0.0,50.15,110.73
2018-01-08,75.69,48.55,16.08,14.31,0.0,48.76,140.2
2018-01-09,55.3,48.55,14.02,20.33,0.39,50.51,145.13
2018-01-10,66.55,48.55,14.84,10.64,1.15,18.73,162.93
2018-01-11,79.23,48.55,18.07,11.52,0.94,26.63,72.38
2018-01-12,82.65,48.55,17.84,12.57,0.98,31.97,113.39
2018-01-13,164.37,48.55,20.65,19.38,1.23,20.49,125.32
2018-01-14,76.62,48.55,14.82,20.61,0.93,28.71,106.54
2018-01-15,68.45,48.55,11.26,13.78,0.89,40.6,113.32
2018-01-16,74.62,48.55,11.0,12.31,0.9,42.88,104.84
2018-01-17,71.04,48.55,16.94,26.45,0.83,33.83,100.53
2018-01-18,67.8,48.55,20.78,23.22,0.76,44.7,91.94
2018-01-19,70.06,48.55,20.38,29.85,0.64,52.91,108.54
2018-01-20,68.89,48.55,22.48,34.03,0.68,51.59,108.56
2018-01-21,85.98,48.55,20.48,33.72,0.6,57.39,103.69
2018-01-22,70.63,48.55,20.41,13.69,0.68,40.29,101.27
2018-01-23,80.58,48.55,19.77,9.92,0.62,38.16,110.34
2018-01-24,80.11,48.55,21.32,12.56,0.7,28.97,93.14
2018-01-25,84.31,48.55,21.0,9.64,0.9,37.25,104.38
2018-01-26,74.03,48.55,18.96,6.7,0.83,51.81,119.36
2018-01-27,79.6,48.55,19.89,7.26,0.89,40.58,101.14
2018-01-28,71.53,48.55,18.29,6.72,0.78,53.46,119.98
2018-01-29,73.21,48.55,18.74,8.17,0.82,56.87,111.87
2018-01-30,68.01,48.55,22.09,11.98,0.79,52.14,122.94
2018-01-31,72.05,48.55,23.76,17.29,0.86,49.48,97.57
2018-02-01,66.15,48.55,22.16,14.37,0.79,37.94,86.28
2018-02-02,78.68,48.55,19.5,8.5,0.95,45.96,97.64
2018-02-03,74.22,48.55,21.27,6.93,0.83,32.07,82.28
2018-02-04,37.64,48.55,17.68,5.65,0.75,40.93,111.54
2018-02-05,38.01,48.55,20.26,6.64,0.79,34.94,113.67
2018-02-06,44.18,48.55,23.45,8.16,0.95,20.1,98.59
2018-02-07,33.44,48.55,19.56,6.16,0.94,16.92,123.21
2018-02-08,34.52,48.55,20.56,6.61,1.05,20.76,105.14
2018-02-09,49.07,48.55,18.92,5.6,1.03,14.02,105.71
2018-02-10,50.86,48.55,20.61,6.64,0.97,29.6,104.86
2018-02-11,52.68,48.55,17.7,6.47,0.91,22.69,117.81
2018-02-12,46.07,48.55,16.23,5.97,0.85,28.55,115.09
2018-02-13,76.41,48.55,19.55,7.42,1.0,27.95,98.89
2018-02-14,55.38,48.55,22.9,7.06,1.0,40.05,111.03
2018-02-15,63.06,48.55,21.91,11.88,0.97,40.81,93.85
2018-02-16,57.82,48.55,16.26,9.95,0.85,38.51,113.45
2018-02-17,55.81,48.55,13.41,7.69,1.05,42.39,114.38
2018-02-18,70.43,48.55,15.41,8.49,0.79,47.51,106.9
2018-02-19,67.83,48.55,14.05,9.71,0.8,33.17,99.43
2018-02-20,63.29,48.55,15.79,9.94,0.74,35.85,107.66
2018-02-21,74.3,48.55,14.74,10.16,0.75,28.4,99.2
2018-02-22,59.12,48.55,14.41,10.97,0.73,26.36,98.69
2018-02-23,50.3,48.55,13.99,8.95,0.68,23.75,90.07
2018-02-24,48.95,48.55,12.06,9.72,0.75,23.03,112.82
2018-02-25,31.53,48.55,11.05,12.04,0.71,20.43,97.94
2018-02-26,48.05,48.55,12.98,12.92,0.75,24.98,100.03
2018-02-27,73.78,48.55,15.12,10.04,0.66,45.08,111.54
2018-02-28,95.58,48.55,15.61,9.39,0.66,32.1,110.95
2018-03-01,100.8,48.55,11.85,10.14,0.76,50.02,105.03
2018-03-02,52.34,48.55,11.84,9.72,0.7,40.18,96.9
2018-03-03,49.83,48.55,12.93,10.37,0.76,50.51,96.52
2018-03-04,60.18,48.55,13.37,9.28,0.72,33.49,82.41
2018-03-05,43.63,48.55,10.82,7.71,0.69,24.97,95.51
2018-03-06,48.43,48.55,12.83,8.42,0.69,26.86,70.36
2018-03-07,68.14,48.55,16.63,5.79,0.86,33.84,71.38
2018-03-08,82.38,48.55,22.6,9.39,0.8,33.49,29.09
2018-03-09,61.5,48.55,16.09,7.73,0.84,39.55,24.26
2018-03-10,70.08,48.55,16.87,7.81,0.75,33.76,24.08
2018-03-11,59.66,48.55,15.41,12.98,0.75,45.47,28.13
2018-03-12,93.32,48.55,14.81,12.55,1.03,17.77,32.54
2018-03-13,30.74,48.55,12.19,7.09,1.02,18.79,32.28
2018-03-14,26.74,48.55,15.1,7.06,0.99,14.83,43.52
2018-03-15,30.99,48.55,17.35,7.31,0.95,13.35,22.56
2018-03-16,26.1,48.55,17.5,5.73,0.98,14.79,25.11
2018-03-17,37.93,48.55,21.89,8.57,1.09,19.13,27.18
2018-03-18,53.22,48.55,18.04,20.78,0.88,26.31,49.3
2018-03-19,50.29,48.55,18.55,10.23,0.99,24.22,20.84
2018-03-20,65.17,48.55,17.18,11.81,0.94,21.59,28.44
2018-03-21,56.5,48.55,19.74,9.22,1.18,21.6,28.56
2018-03-22,45.69,48.55,18.66,7.46,1.35,28.59,27.01
2018-03-23,56.79,48.55,17.43,3.84,0.98,32.94,35.85
2018-03-24,66.3,48.55,13.95,5.9,1.14,37.83,28.05
2018-03-25,51.92,48.55,11.45,3.54,1.11,25.78,25.24
2018-03-26,50.55,48.55,17.56,9.39,1.09,21.06,25.31
2018-03-27,51.77,48.55,19.36,7.14,1.07,12.2,24.62
2018-03-28,26.35,48.55,20.71,4.51,1.31,14.1,22.42
2018-03-29,22.93,48.55,21.13,5.95,0.91,20.3,28.69
2018-03-30,34.85,48.55,17.4,6.74,0.88,31.36,24.3
2018-03-31,39.89,48.55,17.85,6.34,0.82,52.63,18.18
2018-04-01,45.25,48.55,18.58,7.76,0.79,62.76,19.7
2018-04-02,29.45,48.55,21.64,6.52,0.74,46.55,30.41
2018-04-03,27.82,48.55,18.82,6.48,0.78,38.27,29.2
2018-04-04,36.15,48.55,22.47,5.81,0.97,55.15,25.19
2018-04-05,38.02,48.55,19.4,7.03,1.07,56.64,29.5
2018-04-06,38.53,48.55,23.13,6.96,0.91,46.24,23.39
2018-04-07,35.94,48.55,18.76,4.99,0.59,42.24,21.23
2018-04-08,24.52,48.55,16.5,11.9,0.58,46.15,20.5
2018-04-09,26.0,48.55,18.95,28.17,0.51,53.25,180.87
2018-04-10,36.7,48.55,15.68,30.67,0.78,23.9,17.58
2018-04-11,29.62,48.55,18.65,20.43,0.77,26.55,39.23
2018-04-12,26.52,48.55,17.92,6.2,0.85,20.72,56.56
2018-04-13,43.91,48.55,23.73,5.03,0.92,16.83,58.65
2018-04-14,22.23,48.55,20.28,4.51,0.86,23.02,54.65
2018-04-15,16.69,48.55,18.36,3.97,0.74,24.7,43.94
2018-04-16,21.91,48.55,20.35,4.74,0.9,23.77,43.78
2018-04-17,22.75,48.55,21.92,3.34,1.06,24.69,36.47
2018-04-18,41.36,48.55,21.77,3.88,0.87,24.28,27.48
2018-04-19,27.35,48.55,23.87,3.44,0.93,28.49,38.75
2018-04-20,36.7,48.55,23.67,4.3,0.82,31.08,25.66
2018-04-21,31.87,48.55,24.81,3.77,0.85,34.68,35.95
2018-04-22,31.22,48.55,20.92,3.78,0.8,32.97,28.55
2018-04-23,38.58,48.55,21.53,3.35,0.78,31.38,26.69
2018-04-24,51.52,48.55,23.98,4.11,0.85,27.93,37.21
2018-04-25,41.31,48.55,22.21,3.37,0.85,27.55,40.34
2018-04-26,44.01,48.55,26.2,5.12,0.81,29.81,54.19
2018-04-27,42.33,48.55,31.66,5.02,0.88,22.95,72.04
2018-04-28,29.34,48.55,33.17,4.86,0.82,15.65,73.01
2018-04-29,32.08,48.55,31.66,3.63,0.84,25.58,82.96
2018-04-30,42.57,48.55,40.82,3.97,0.8,29.47,87.15
2018-05-01,50.73,48.55,98.77,3.39,1.71,41.65,100.02
2018-05-02,62.94,48.55,70.0,5.4,0.91,57.07,77.84
2018-05-03,52.76,48.55,32.62,7.39,0.71,45.4,106.6
2018-05-04,76.95,48.55,73.31,4.36,0.77,40.29,209.32
2018-05-05,37.39,48.55,79.04,4.32,0.8,24.41,125.47
2018-05-06,39.42,48.55,39.13,5.11,0.73,30.79,31.71
2018-05-07,48.75,48.55,36.82,20.65,0.78,45.6,43.43
2018-05-08,22.47,48.55,39.54,9.24,0.74,23.39,69.61
2018-05-09,15.55,48.55,47.0,6.74,1.37,30.84,63.64
2018-05-10,22.62,48.55,30.4,7.95,0.93,23.49,64.97
2018-05-11,23.19,48.55,27.47,5.67,1.1,23.89,50.25
2018-05-12,20.7,48.55,25.94,6.1,1.18,17.65,27.99
2018-05-13,28.08,48.55,23.98,6.18,1.2,26.54,24.47
2018-05-14,25.14,48.55,24.3,6.23,1.15,34.08,29.59
2018-05-15,27.68,48.55,25.39,6.55,1.24,33.99,29.09
2018-05-16,27.85,48.55,25.05,6.31,1.27,17.05,36.46
2018-05-17,23.7,48.55,24.77,7.82,1.16,19.95,33.18
2018-05-18,48.5,48.55,25.61,5.65,0.86,44.79,46.55
2018-05-19,35.46,48.55,23.85,6.8,0.86,48.23,49.08
2018-05-20,35.53,48.55,22.6,7.94,0.85,26.21,32.6
2018-05-21,42.6,48.55,23.98,6.83,0.8,29.4,54.28
2018-05-22,52.89,48.55,32.72,6.22,0.81,43.92,32.11
2018-05-23,42.53,48.55,24.14,6.03,0.84,33.92,39.14
2018-05-24,40.25,48.55,24.44,6.28,0.78,33.21,65.33
2018-05-25,28.46,48.55,21.67,6.2,0.86,24.94,71.63
2018-05-26,38.2,48.55,20.58,6.46,0.88,38.06,59.67
2018-05-27,51.13,48.55,20.89,5.25,0.86,51.17,80.83
2018-05-28,47.54,48.55,19.46,5.48,0.82,43.95,86.37
2018-05-29,46.07,48.55,20.06,5.4,0.84,39.32,63.53
2018-05-30,44.17,48.55,20.48,6.2,0.84,43.58,33.63
2018-05-31,56.1,48.55,20.55,5.1,0.82,50.16,43.79
2018-06-01,57.69,48.55,23.83,4.68,0.81,43.0,37.94
2018-06-02,64.65,48.55,23.29,4.91,0.84,43.99,27.51
2018-06-03,50.69,48.55,22.96,6.62,0.85,47.96,26.94
2018-06-04,52.68,48.55,22.99,6.78,0.76,42.95,25.18
2018-06-05,42.26,48.55,22.66,6.24,0.77,34.07,28.25
2018-06-06,50.38,48.55,25.11,5.87,0.88,24.65,18.57
2018-06-07,34.9,48.55,22.5,5.12,0.83,27.19,17.85
2018-06-08,36.28,48.55,21.78,6.26,0.79,25.31,14.52
2018-06-09,41.3,48.55,20.74,5.8,0.82,32.32,20.33
2018-06-10,33.79,48.55,19.98,6.33,0.79,33.45,32.25
2018-06-11,41.09,48.55,23.47,5.87,0.74,23.99,34.82
2018-06-12,43.9,48.55,23.69,6.19,0.8,25.17,30.86
2018-06-13,45.77,48.55,32.22,5.75,0.85,26.51,30.88
2018-06-14,50.27,48.55,24.55,5.64,0.8,23.98,30.39
2018-06-15,66.88,48.55,21.03,5.95,0.82,31.37,21.96
2018-06-16,49.62,48.55,21.35,4.42,0.83,28.32,38.18
2018-06-17,59.7,48.55,23.76,4.97,0.78,32.73,19.59
2018-06-18,48.19,48.55,23.43,6.27,0.78,29.86,21.13
2018-06-19,52.41,48.55,20.36,6.21,0.81,25.66,38.81
2018-06-20,57.34,48.55,26.73,5.71,0.79,15.15,31.04
2018-06-21,60.06,48.55,20.06,5.9,0.8,25.05,32.22
2018-06-22,57.98,48.55,20.51,5.65,0.79,27.11,37.83
2018-06-23,61.21,48.55,21.55,4.85,0.79,31.31,43.98
2018-06-24,55.1,48.55,19.88,5.48,0.81,31.74,52.01
2018-06-25,61.59,48.55,21.68,6.06,0.8,27.59,26.04
2018-06-26,61.34,48.55,21.88,5.28,0.8,31.3,25.85
2018-06-27,76.53,48.55,20.83,5.84,0.81,25.83,36.12
2018-06-28,54.64,48.55,20.9,5.57,0.81,29.89,21.69
2018-06-29,57.46,48.55,21.91,5.21,0.81,30.33,40.02
2018-06-30,81.3,48.55,20.79,6.16,0.78,40.22,14.13
2018-07-01,68.11,48.55,19.07,5.51,0.79,35.33,33.38
2018-07-02,87.21,48.55,19.61,6.51,0.87,36.67,28.95
2018-07-03,54.36,48.55,18.16,5.53,0.88,25.71,43.75
2018-07-04,53.97,48.55,19.43,5.74,0.86,23.34,50.44
2018-07-05,55.84,48.55,21.43,5.91,0.84,18.21,26.72
2018-07-06,78.46,48.55,23.44,5.73,0.9,13.72,47.54
2018-07-07,54.32,48.55,24.81,4.83,0.84,16.05,19.0
2018-07-08,53.66,48.55,20.86,6.22,0.83,23.4,59.16
2018-07-09,62.38,48.55,19.03,5.42,0.78,19.44,67.32
2018-07-10,56.32,48.55,19.54,5.36,0.82,17.08,57.23
2018-07-11,49.15,48.55,19.78,6.56,0.77,13.87,67.81
2018-07-12,44.79,48.55,19.71,6.04,0.8,11.27,51.13
2018-07-13,45.82,48.55,23.06,5.81,0.77,13.4,53.15
2018-07-14,47.78,48.55,20.11,4.79,0.78,15.14,68.04
2018-07-15,50.76,48.55,19.19,5.74,0.78,15.06,62.6
2018-07-16,43.0,48.55,18.5,5.79,0.73,16.12,63.57
2018-07-17,37.08,48.55,21.86,7.06,0.85,20.24,60.52
2018-07-18,41.77,48.55,21.3,11.13,0.82,22.81,51.1
2018-07-19,47.86,48.55,20.18,7.33,0.81,16.08,58.85
2018-07-20,40.3,48.55,20.54,6.12,0.77,18.83,68.89
2018-07-21,46.01,48.55,20.42,6.79,0.79,18.61,67.71
2018-07-22,55.78,48.55,19.34,8.48,0.83,21.63,69.06
2018-07-23,50.08,48.55,19.84,6.89,0.74,18.07,64.01
2018-07-24,49.87,48.55,20.72,6.18,0.81,19.22,81.33
2018-07-25,35.67,48.55,20.48,8.34,0.81,14.35,61.69
2018-07-26,37.4,48.55,21.36,11.1,0.82,16.83,65.68
2018-07-27,41.69,48.55,24.76,5.64,0.85,17.6,61.41
2018-07-28,54.4,48.55,25.2,6.54,0.81,22.09,43.4
2018-07-29,54.77,48.55,22.76,9.83,0.86,24.44,32.43
2018-07-30,45.89,48.55,23.22,7.12,0.78,22.0,22.85
2018-07-31,51.13,48.55,25.1,6.08,0.82,17.29,16.55
2018-08-01,50.78,48.55,25.12,6.97,0.86,12.09,18.58
2018-08-02,39.82,48.55,26.54,6.19,0.94,21.72,12.28
2018-08-03,44.27,48.55,22.93,7.57,0.79,25.99,15.24
2018-08-04,52.36,48.55,22.68,5.68,0.8,20.97,15.25
2018-08-05,60.28,48.55,21.71,5.85,0.78,18.82,12.9
2018-08-06,60.81,48.55,22.73,5.49,0.83,17.12,16.64
2018-08-07,40.73,48.55,21.88,5.8,0.76,15.24,14.28
2018-08-08,26.05,48.55,21.79,5.96,0.74,18.57,18.38
2018-08-09,29.65,48.55,21.28,6.67,0.81,10.56,14.63
2018-08-10,45.66,48.55,24.69,6.22,0.8,13.72,16.63
2018-08-11,30.97,48.55,23.67,7.81,0.85,9.61,16.31
2018-08-12,26.95,48.55,20.63,4.28,0.79,9.08,12.63
2018-08-13,38.03,48.55,20.26,6.47,0.86,13.44,15.54
2018-08-14,35.44,48.55,17.3,6.16,0.8,10.41,14.31
2018-08-15,20.43,48.55,16.34,4.58,0.73,11.0,15.45
2018-08-16,26.01,48.55,15.11,10.58,0.78,16.84,36.4
2018-08-17,60.61,48.55,17.11,15.97,0.86,9.03,74.25
2018-08-18,55.4,48.55,18.69,14.94,0.85,10.1,69.27
2018-08-19,49.34,48.55,17.73,15.14,0.8,8.17,69.49
2018-08-20,69.17,48.55,18.76,14.29,0.83,9.05,74.85
2018-08-21,85.12,48.55,16.74,15.09,0.73,7.35,68.84
2018-08-22,52.23,48.55,16.0,14.35,0.83,7.55,67.39
2018-08-23,34.77,48.55,17.76,14.77,0.81,4.86,65.92
2018-08-24,40.39,48.55,16.66,11.98,0.83,4.89,69.9
2018-08-25,55.14,48.55,16.2,13.19,0.77,6.0,61.54
2018-08-26,32.83,48.55,16.09,14.06,0.8,8.98,66.35
2018-08-27,34.87,48.55,18.75,12.04,0.9,10.38,71.97
2018-08-28,29.44,48.55,17.38,12.49,0.67,18.68,74.44
2018-08-29,32.56,48.55,19.87,11.59,0.83,18.48,65.29
2018-08-30,50.7,48.55,16.49,10.61,0.82,19.46,14.89
2018-08-31,29.65,48.55,15.98,13.07,0.93,19.14,9.19
2018-09-01,38.58,48.55,19.22,12.61,0.84,24.39,18.85
2018-09-02,47.56,48.55,20.74,13.98,0.78,32.26,18.32
2018-09-03,42.77,48.55,15.68,14.76,0.97,44.5,12.99
2018-09-04,54.8,48.55,16.89,12.8,0.85,50.33,17.71
2018-09-05,47.98,48.55,16.8,9.42,0.72,44.4,17.27
2018-09-06,61.47,48.55,16.96,6.19,0.9,39.37,20.23
2018-09-07,48.17,48.55,16.34,8.08,0.99,32.63,28.24
2018-09-08,67.78,48.55,16.92,14.86,0.93,33.69,30.08
2018-09-09,30.81,48.55,15.16,7.37,0.85,43.7,23.29
2018-09-10,41.96,48.55,18.5,5.85,0.78,35.48,22.0
2018-09-11,40.59,48.55,16.37,5.71,0.85,33.64,17.26
2018-09-12,44.5,48.55,16.44,4.94,0.74,36.56,27.07
2018-09-13,45.96,48.55,15.41,5.26,0.81,43.52,18.84
2018-09-14,82.38,48.55,14.86,5.34,0.76,35.37,21.58
2018-09-15,42.08,48.55,16.23,6.92,0.8,41.45,24.24
2018-09-16,43.25,48.55,16.5,6.42,0.93,37.48,28.89
2018-09-17,30.77,48.55,19.66,10.04,1.1,29.89,33.81
2018-09-18,44.32,48.55,20.0,11.07,0.86,15.27,35.42
2018-09-19,24.98,48.55,19.13,7.27,0.89,13.27,28.55
2018-09-20,55.76,48.55,21.45,8.13,1.09,15.8,51.46
2018-09-21,49.28,48.55,18.84,6.23,0.83,22.41,27.61
2018-09-22,50.3,48.55,19.48,5.06,0.78,24.6,38.8
2018-09-23,50.51,48.55,14.26,5.8,0.67,20.67,46.92
2018-09-24,31.02,48.55,15.16,5.68,0.99,21.88,52.74
2018-09-25,43.43,48.55,16.56,6.98,0.99,17.92,41.41
2018-09-26,61.73,48.55,14.65,6.47,0.94,16.79,40.82
2018-09-27,28.2,48.55,13.68,5.66,0.74,14.0,53.67
2018-09-28,22.68,48.55,13.15,7.46,0.78,13.21,55.26
2018-09-29,71.65,48.55,13.36,6.62,0.66,11.13,46.25
2018-09-30,64.87,48.55,13.77,7.98,0.83,12.69,45.68
2018-10-01,32.53,48.55,12.48,7.23,1.0,14.15,60.08
2018-10-02,22.28,48.55,13.11,7.93,0.97,13.46,47.8
2018-10-03,17.89,48.55,12.81,7.96,0.78,12.78,73.66
2018-10-04,20.58,48.55,15.72,17.2,1.16,10.81,50.7
2018-10-05,23.68,48.55,18.38,27.34,1.05,14.23,45.62
2018-10-06,16.7,48.55,15.29,24.43,1.08,15.03,55.39
2018-10-07,34.54,48.55,13.8,9.43,0.72,19.43,56.32
2018-10-08,36.11,48.55,17.82,10.98,0.85,18.66,68.46
2018-10-09,61.0,48.55,17.82,9.66,1.09,23.62,62.49
2018-10-10,70.42,48.55,21.12,11.67,0.95,24.71,50.74
2018-10-11,53.49,48.55,19.25,7.72,0.88,35.36,53.93
2018-10-12,48.26,48.55,18.38,6.41,0.96,33.56,72.48
2018-10-13,39.7,48.55,13.52,6.21,0.88,30.89,74.8
2018-10-14,40.74,48.55,15.82,8.16,0.66,30.56,73.68
2018-10-15,40.91,48.55,12.85,7.04,0.88,29.96,83.04
2018-10-16,29.82,48.55,12.68,7.54,0.8,17.9,56.22
2018-10-17,33.85,48.55,15.63,8.69,1.06,16.26,58.51
2018-10-18,31.6,48.55,17.18,6.33,0.94,18.73,61.61
2018-10-19,39.65,48.55,19.41,11.52,1.1,25.74,74.61
2018-10-20,66.17,48.55,22.31,10.13,1.12,18.13,68.62
2018-10-21,65.55,48.55,16.62,6.7,0.89,19.48,106.37
2018-10-22,168.81,48.55,19.55,15.4,0.96,19.31,81.41
2018-10-23,73.57,48.55,20.24,10.54,0.63,20.21,53.42
2018-10-24,76.77,48.55,19.44,9.99,0.75,15.61,73.34
2018-10-25,72.83,48.55,21.39,6.88,0.87,18.69,79.17
2018-10-26,72.24,48.55,19.89,8.35,2.03,25.47,103.82
2018-10-27,61.5,48.55,23.1,15.7,0.82,31.79,83.85
2018-10-28,59.79,48.55,20.55,10.0,0.97,50.28,103.85
2018-10-29,75.15,48.55,19.05,5.44,0.84,52.32,93.1
2018-10-30,34.51,48.55,17.96,7.44,0.8,21.44,99.69
2018-10-31,28.16,48.55,17.33,6.32,1.15,15.54,88.8
2018-11-01,27.63,48.55,17.66,7.29,1.09,13.71,99.75
2018-11-02,28.58,48.55,15.78,5.72,1.1,17.25,103.28
2018-11-03,35.6,48.55,14.37,7.7,0.87,23.51,84.08
2018-11-04,86.21,48.55,13.34,15.54,0.79,26.27,88.05
2018-11-05,35.2,48.55,15.35,17.81,0.99,22.85,106.45
2018-11-06,55.01,48.55,17.64,12.25,1.03,21.38,113.81
2018-11-07,59.06,48.55,18.17,14.09,0.99,24.89,112.75
2018-11-08,49.98,48.55,21.91,8.6,0.94,20.71,101.65
2018-11-09,74.73,48.55,16.56,6.03,1.14,25.98,90.68
2018-11-10,70.81,48.55,20.53,10.87,1.22,23.79,85.32
2018-11-11,82.59,48.55,17.52,12.87,1.06,28.45,101.08
2018-11-12,92.17,48.55,19.12,11.44,1.23,31.5,102.19
2018-11-13,111.04,48.55,22.32,10.76,1.19,46.49,99.8
2018-11-14,84.77,48.55,21.1,12.45,1.01,36.28,96.22
2018-11-15,47.01,48.55,16.54,10.97,0.99,25.99,95.63
2018-11-16,17.03,48.55,14.07,12.81,0.98,16.2,103.8
2018-11-17,28.73,48.55,16.46,8.51,1.0,13.6,103.08
2018-11-18,31.8,48.55,15.57,8.95,0.99,12.32,98.47
2018-11-19,22.03,48.55,13.35,13.48,1.03,18.24,102.83
2018-11-20,42.81,48.55,15.15,8.75,1.09,19.48,107.93
2018-11-21,20.36,48.55,13.69,7.71,0.88,14.62,103.82
2018-11-22,19.76,48.55,17.85,9.4,0.92,15.4,40.44
2018-11-23,47.76,48.55,18.11,7.81,1.0,28.75,59.67
2018-11-24,92.89,48.55,21.25,6.77,0.94,37.14,62.72
2018-11-25,112.05,48.55,18.89,6.22,0.95,37.01,51.32
2018-11-26,81.75,48.55,24.37,6.7,1.05,46.88,30.88
2018-11-27,65.56,48.55,22.07,7.59,1.24,43.13,39.32
2018-11-28,61.8,48.55,20.05,7.35,0.94,34.91,39.76
2018-11-29,46.73,48.55,18.07,6.72,0.87,35.7,34.41
2018-11-30,47.84,48.55,18.47,10.09,0.91,26.2,36.59
2018-12-01,54.15,48.55,19.72,14.74,0.85,25.18,34.77
2018-12-02,23.09,48.55,16.96,10.53,0.82,22.14,30.73
2018-12-03,30.61,48.55,17.89,8.84,1.09,26.18,34.09
2018-12-04,23.0,48.55,17.59,8.25,0.98,15.45,29.41
2018-12-05,31.74,48.55,17.71,8.29,1.16,27.94,43.69
2018-12-06,47.92,48.55,17.19,7.77,1.03,25.65,41.31
2018-12-07,85.53,48.55,16.76,8.44,1.06,27.6,40.97
2018-12-08,98.92,48.55,16.05,7.98,1.06,30.72,43.28
2018-12-09,98.35,48.55,14.89,8.5,1.05,32.88,38.86
2018-12-10,95.16,48.55,16.81,9.0,1.39,27.31,42.8
2018-12-11,84.65,48.55,19.54,11.76,1.13,25.82,41.8
2018-12-12,86.54,48.55,23.86,12.46,1.04,30.5,37.36
2018-12-13,51.85,48.55,20.16,12.84,1.05,23.49,36.35
2018-12-14,52.68,48.55,19.97,8.68,1.08,24.09,36.71
2018-12-15,87.0,48.55,16.49,9.89,0.94,48.79,29.36
2018-12-16,55.49,48.55,14.61,8.78,0.77,46.55,24.23
2018-12-17,52.86,48.55,17.97,10.81,1.17,49.14,34.09
